,Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,LotFrontage,MasVnrArea,GarageYrBlt,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,KitchenQual,Functional,PavedDrive,SaleType,SaleCondition,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,GarageType,GarageFinish,GarageQual,GarageCond,Alley,FireplaceQu,PoolQC,Fence,MiscFeature
282,283,120,5063,7,5,2,1,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,2,626,172,62,0,0,0,0,0,4,12,207500,34.0,166.0,1.0,3,1,3,3,0,4,0,16,2,2,3,2,1,1,12,13,2,4,2,1,0,1,2,6,2,5,4,3,2,3,3,2,5,4,1,1,4,4,1,2,3,2,1
283,284,20,9612,8,5,1,0,0,0,1468,1468,1468,0,0,1468,0,0,2,0,3,1,6,1,3,898,210,150,0,0,0,0,0,12,14,244600,74.0,72.0,1.0,3,1,3,3,0,4,0,21,1,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,6,5,3,2,3,3,5,5,4,1,0,4,4,1,2,3,2,1
284,285,120,8012,6,5,15,15,430,0,1145,1575,1575,0,0,1575,1,0,2,0,2,1,5,0,2,529,0,0,52,0,0,0,0,7,14,179200,50.0,0.0,15.0,3,1,3,3,0,4,0,20,2,2,4,2,1,1,9,7,2,4,2,1,2,1,2,6,2,8,4,2,2,3,3,2,5,4,1,1,4,4,1,3,3,2,1
285,286,160,4251,7,5,1,0,0,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,2,528,0,54,0,0,0,0,0,6,15,164700,35.0,0.0,1.0,1,1,0,3,0,4,0,21,2,2,4,5,1,1,8,8,2,4,2,1,0,1,2,6,2,6,5,2,2,3,3,5,5,4,5,1,4,4,2,3,3,2,1
286,287,50,9786,6,7,44,25,600,0,312,912,1085,649,0,1734,0,0,1,1,3,1,7,1,2,440,0,0,0,0,128,0,0,6,15,159000,77.0,0.0,44.0,3,1,0,0,0,4,0,12,2,2,0,0,1,1,13,14,3,4,1,1,4,1,2,6,2,8,4,2,3,3,3,4,5,4,1,1,4,4,1,2,3,0,1
287,288,20,8125,4,4,35,35,614,0,244,858,858,0,0,858,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,6,11,88000,78.0,0.0,32.0,3,1,0,3,0,0,0,12,2,2,0,2,1,1,6,6,3,4,1,1,4,1,3,6,2,8,4,2,3,3,3,1,5,4,1,2,4,4,1,3,3,2,1
288,289,20,9819,5,5,43,43,450,0,432,882,900,0,0,900,0,0,1,0,3,1,5,0,1,280,0,0,0,0,0,0,0,2,14,122000,108.0,31.0,40.0,3,1,0,3,0,4,0,19,2,2,0,2,1,1,8,8,3,2,1,1,4,1,3,6,2,8,4,1,3,3,3,1,5,4,5,2,4,4,1,3,3,3,1
289,290,70,8730,6,7,92,4,0,0,698,698,698,698,0,1396,0,0,1,0,3,1,7,0,1,384,0,0,0,0,259,0,0,7,15,153575,60.0,0.0,4.0,3,1,3,3,0,4,0,3,6,2,0,5,1,1,13,14,3,4,0,1,0,1,3,6,2,8,4,2,3,3,3,5,5,0,5,2,4,4,1,3,3,2,1
290,291,60,15611,8,5,0,0,0,0,1079,1079,1079,840,0,1919,0,0,2,1,3,1,8,1,2,685,0,51,0,0,0,0,0,7,13,233230,120.0,0.0,0.0,3,1,3,3,0,4,0,5,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,6,5,2,2,3,0,5,5,4,1,1,2,4,1,2,3,2,1
291,292,190,5687,5,6,96,8,210,0,570,780,936,780,0,1716,1,0,2,0,6,1,9,0,0,0,0,184,0,0,0,0,0,3,12,135900,55.0,0.0,78.0,3,1,3,0,0,4,0,18,2,2,1,5,1,1,12,13,3,1,2,1,0,0,1,6,0,8,4,2,3,0,3,4,5,4,1,2,4,4,0,3,3,2,1
292,293,50,11409,5,4,60,1,292,0,476,768,1148,568,0,1716,0,0,1,1,3,1,8,1,1,281,0,0,0,0,160,0,0,1,15,131000,60.0,0.0,60.0,3,1,3,3,0,4,0,7,2,2,0,0,1,1,13,14,3,4,1,1,2,1,3,3,2,8,4,2,3,3,3,3,5,4,1,2,4,4,1,2,3,2,1
293,294,60,16659,7,7,29,12,795,0,0,795,1468,795,0,2263,1,0,2,1,3,1,9,1,2,539,0,250,0,0,0,0,0,3,12,235000,24.0,34.0,29.0,3,1,0,3,0,0,0,14,3,2,0,5,1,1,9,10,3,4,1,1,1,1,2,6,2,8,4,1,3,3,3,0,5,4,1,0,4,4,1,5,3,2,1
294,295,20,9600,6,5,56,56,1285,0,131,1416,1644,0,0,1644,1,0,1,0,3,1,7,2,2,418,110,0,0,0,0,0,0,10,15,167000,80.0,238.0,56.0,3,1,3,3,0,4,0,12,2,2,0,2,3,1,6,6,3,4,1,1,4,1,3,6,2,8,4,3,3,3,3,2,5,4,1,0,4,4,1,2,3,2,1
295,296,80,7937,6,6,22,22,819,0,184,1003,1003,0,0,1003,1,0,1,0,3,1,6,0,2,588,120,0,0,0,0,0,0,3,14,142500,37.0,0.0,22.0,3,1,0,3,0,1,0,11,2,2,0,7,1,1,6,6,3,4,1,1,4,1,3,6,2,8,4,2,3,3,0,2,5,4,5,2,4,4,1,3,3,0,1
296,297,50,13710,5,5,57,57,420,0,490,910,910,648,0,1558,0,0,1,1,4,1,6,0,1,282,289,0,0,0,0,0,0,6,14,152000,75.0,0.0,57.0,4,1,3,3,0,4,0,9,2,2,0,0,1,1,13,14,3,4,1,1,4,1,3,6,2,8,4,2,3,3,3,1,5,0,1,2,4,4,1,3,3,3,1
297,298,60,7399,7,5,10,9,649,0,326,975,975,975,0,1950,0,0,2,1,3,1,7,1,2,576,0,10,0,0,198,0,0,6,14,239000,66.0,1600.0,10.0,1,1,0,3,0,4,0,21,2,2,0,5,3,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,3,1,5,4,5,1,4,4,2,5,3,2,1
298,299,60,11700,6,6,39,39,384,175,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,2,539,224,0,0,0,0,0,0,6,12,175000,90.0,365.0,39.0,3,1,3,3,0,4,0,14,2,2,0,5,4,1,6,1,2,4,1,1,2,1,3,6,2,8,4,1,3,3,3,0,4,4,1,2,4,4,1,2,3,2,1
299,300,20,14000,6,8,59,5,0,0,1092,1092,1152,0,0,1152,0,1,1,0,3,1,6,1,1,300,0,36,0,0,0,0,0,8,15,158500,80.0,0.0,59.0,3,1,3,3,0,4,0,6,2,2,0,2,1,1,6,6,3,2,1,1,0,1,2,6,2,8,3,2,3,3,3,5,5,4,1,2,4,4,1,2,3,0,1
300,301,190,15750,5,5,53,53,841,0,324,1165,1336,0,0,1336,1,0,1,0,2,1,5,2,1,375,0,0,0,0,0,0,0,6,14,157000,90.0,56.0,53.0,3,1,3,3,0,0,0,6,2,2,1,2,3,1,8,8,3,4,1,1,4,1,3,6,2,8,4,1,3,3,2,1,5,4,1,2,4,4,1,2,3,2,1
301,302,60,16226,8,5,9,8,281,0,747,1028,1210,1242,0,2452,0,0,2,1,4,1,9,1,2,683,208,50,0,0,0,0,0,5,15,267000,66.0,0.0,9.0,3,1,2,3,0,4,0,5,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,2,5,4,3,0,4,4,1,5,3,2,1
302,303,20,13704,7,5,5,4,0,0,1541,1541,1541,0,0,1541,0,0,2,0,3,1,6,1,3,843,468,81,0,0,0,0,0,1,15,205000,118.0,150.0,5.0,3,1,0,3,0,0,0,5,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,3,5,5,4,1,1,4,4,1,5,3,2,1
303,304,20,9800,5,7,34,34,894,0,0,894,894,0,0,894,1,0,1,0,3,1,5,0,2,552,256,0,0,0,0,0,0,7,13,149900,70.0,0.0,31.0,3,1,3,3,0,0,0,5,2,2,0,2,1,1,12,13,3,4,2,1,4,1,3,6,2,8,0,2,3,3,3,0,5,4,1,2,4,4,1,3,3,1,1
304,305,75,18386,7,9,128,6,0,0,1470,1470,1675,1818,0,3493,0,0,3,0,3,1,10,1,3,870,302,0,0,0,0,0,0,5,14,295000,87.0,0.0,5.0,4,1,3,3,0,4,0,17,2,2,0,3,1,1,5,5,3,4,0,1,0,1,2,6,2,8,4,2,3,3,3,5,5,4,1,2,4,4,1,0,3,2,1
305,306,20,10386,8,5,3,2,1464,0,536,2000,2000,0,0,2000,1,0,2,0,3,1,8,0,3,888,168,0,0,0,0,0,0,7,14,305900,80.0,246.0,3.0,3,1,3,3,0,4,0,5,2,2,0,2,1,1,5,5,2,4,2,1,0,1,2,6,2,8,4,3,2,3,3,2,5,4,1,0,4,4,1,3,3,2,1
306,307,60,13474,7,5,17,16,700,0,0,700,1122,1121,0,2243,1,0,2,1,4,1,8,1,3,746,127,44,224,0,0,0,0,6,13,225000,116.0,246.0,17.0,3,1,3,3,0,4,0,20,1,2,0,5,1,1,6,10,2,4,1,1,2,1,2,6,2,8,4,1,2,3,3,0,5,4,1,1,4,4,1,5,3,2,1
307,308,50,7920,6,7,88,58,0,0,319,319,1035,371,0,1406,0,0,1,0,3,1,6,0,0,0,0,144,0,0,0,0,0,3,12,89500,44.0,0.0,43.0,4,1,0,3,0,4,0,9,0,2,0,0,1,1,8,8,3,1,1,1,4,1,1,6,0,8,4,2,3,3,3,5,5,0,1,2,4,4,0,3,3,3,1
308,309,30,12342,4,5,69,59,262,0,599,861,861,0,0,861,0,0,1,0,1,1,4,0,2,539,158,0,0,0,0,0,0,3,15,82500,60.0,0.0,48.0,3,1,0,3,0,4,0,7,2,2,0,2,1,1,12,13,3,4,1,1,0,1,3,6,2,8,4,2,3,3,3,1,5,4,5,2,4,4,1,3,3,2,1
309,310,20,12378,9,5,3,2,1274,0,622,1896,1944,0,0,1944,1,0,2,0,3,1,8,3,3,708,208,175,0,0,0,0,0,11,15,360000,90.0,0.0,3.0,3,1,0,3,0,4,0,16,2,2,0,2,1,1,12,13,2,4,2,1,0,1,0,6,2,8,4,2,0,3,1,2,5,4,1,0,4,4,1,0,3,2,1
310,311,60,7685,6,5,13,12,518,0,179,697,697,804,0,1501,0,0,2,1,3,1,6,1,2,420,190,63,0,0,0,0,0,5,12,165600,85.0,112.0,13.0,3,1,0,3,0,4,0,8,2,2,0,5,1,1,6,6,3,4,2,1,2,1,2,6,2,8,4,1,2,3,3,0,5,4,1,0,4,4,1,5,3,2,1
311,312,20,8000,6,6,61,7,680,0,292,972,972,0,0,972,1,0,1,0,2,1,5,1,1,240,0,0,0,0,0,0,0,5,15,132000,50.0,0.0,61.0,3,1,3,3,0,4,0,12,2,2,0,2,1,1,12,13,3,2,1,1,0,1,3,6,2,8,4,2,3,3,3,0,5,4,5,2,4,4,1,2,3,2,1
312,313,190,7800,5,7,67,56,507,0,286,793,793,325,0,1118,1,0,1,0,3,1,5,1,2,410,0,0,0,0,271,0,0,5,12,119900,65.0,0.0,67.0,4,1,3,3,0,4,0,17,0,2,1,0,1,1,8,8,3,4,1,1,4,1,3,6,2,8,4,2,2,3,2,4,5,4,5,2,4,4,1,2,3,3,1
313,314,20,215245,7,5,44,44,1236,820,80,2136,2036,0,0,2036,2,0,2,0,3,1,8,2,2,513,0,0,0,0,0,0,0,6,15,375000,150.0,0.0,44.0,3,1,2,2,0,4,2,23,2,2,0,2,3,1,3,3,3,4,1,2,4,1,3,6,2,8,4,2,2,3,1,0,4,4,1,1,4,4,1,2,3,2,1
314,315,70,9600,7,7,81,16,16,0,712,728,832,809,0,1641,0,1,1,1,3,1,6,1,2,546,0,0,234,0,0,0,0,8,12,178000,60.0,0.0,81.0,4,1,3,3,0,4,0,17,2,2,0,5,1,1,13,14,3,4,0,1,0,1,0,6,2,8,4,2,3,1,3,3,5,4,5,2,1,4,0,2,3,2,1
315,316,60,7795,7,5,5,4,425,0,291,716,716,716,0,1432,1,0,2,1,3,1,6,1,2,432,100,51,0,0,0,0,0,7,12,188500,71.0,0.0,5.0,3,1,0,3,0,4,0,8,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,2,5,4,1,0,4,4,1,2,3,2,1
316,317,60,13005,7,7,29,29,692,0,153,845,1153,1200,0,2353,1,0,2,1,4,1,10,1,2,484,288,195,0,0,0,0,0,8,14,260000,94.0,278.0,26.0,3,1,0,3,0,0,0,14,2,2,0,5,1,1,5,5,2,4,1,1,4,1,0,6,2,8,4,1,2,3,3,2,5,4,1,1,4,4,1,5,3,0,1
317,318,60,9000,8,5,1,1,0,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,3,1025,208,46,0,0,0,0,0,12,12,270000,75.0,0.0,1.0,1,1,3,3,0,4,0,21,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,0,5,5,4,1,1,4,4,1,2,3,2,1
318,319,60,9900,7,5,16,16,987,0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,3,656,340,60,144,0,0,0,0,4,12,260000,90.0,256.0,16.0,3,1,3,2,0,4,1,15,2,2,0,5,1,1,6,6,2,4,2,1,0,1,2,6,2,8,4,1,2,3,1,2,5,4,1,1,4,4,1,5,3,2,1
319,320,80,14115,7,5,29,29,1036,0,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,2,588,233,48,0,0,0,0,0,6,15,187500,65.0,225.0,29.0,3,1,3,3,0,4,0,14,2,2,0,7,1,1,9,10,3,4,1,1,4,1,3,6,2,8,4,1,2,3,0,2,5,4,1,2,4,4,1,5,3,2,1
320,321,60,16259,9,5,0,0,0,0,1249,1249,1249,1347,0,2596,0,0,3,1,4,1,9,0,3,840,240,154,0,0,0,0,0,9,14,342643,111.0,370.0,0.0,3,1,3,3,0,0,0,16,2,2,0,5,1,1,12,13,3,4,2,1,0,1,2,6,2,6,5,3,0,1,0,5,5,4,1,1,4,4,1,3,3,2,1
321,322,60,12099,8,5,3,3,970,0,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,3,872,184,154,0,0,0,0,0,6,14,354000,99.0,388.0,3.0,3,1,0,3,0,4,0,16,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,0,3,0,2,5,4,3,0,4,4,1,2,3,2,1
322,323,60,10380,7,5,21,20,28,1474,0,1502,1553,1177,0,2730,1,0,2,1,4,1,8,1,2,576,201,96,0,0,0,0,0,8,15,301000,86.0,172.0,20.0,3,1,0,3,0,4,0,20,2,2,0,5,1,1,9,10,2,4,1,1,0,1,2,6,2,8,4,1,3,3,1,3,0,4,1,0,4,4,1,5,3,3,1
323,324,20,5820,3,8,51,1,256,0,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,1,220,142,98,0,0,0,0,0,7,11,126175,49.0,0.0,51.0,4,1,3,3,0,4,0,17,2,2,0,2,1,1,12,13,3,2,1,1,0,1,3,6,2,8,4,2,3,3,3,0,5,4,1,2,1,4,1,3,3,2,1
324,325,80,11275,7,7,43,3,0,0,710,710,1898,1080,0,2978,0,0,2,1,5,1,11,1,2,564,240,0,0,0,0,0,0,6,14,242000,96.0,300.0,49.0,3,1,3,3,0,0,0,12,4,2,0,7,4,6,13,14,2,2,1,1,0,1,2,6,2,8,4,1,2,3,3,5,5,4,3,0,4,4,1,2,3,2,1
325,326,45,5000,5,6,66,57,116,0,604,720,803,0,0,803,0,0,1,0,2,1,5,0,2,360,0,0,244,0,0,0,0,12,13,87000,50.0,0.0,66.0,4,1,3,3,0,4,0,9,5,2,0,1,1,1,8,8,3,4,1,1,3,0,3,6,2,8,4,2,3,3,0,1,5,1,5,2,4,4,1,3,3,2,1
326,327,120,10846,8,5,15,15,1619,0,100,1719,1719,0,0,1719,2,0,1,1,1,1,6,2,2,473,122,30,0,0,0,0,0,5,15,324000,32.0,0.0,15.0,3,1,0,3,0,1,0,24,2,2,4,2,1,1,3,3,2,4,2,1,0,1,2,6,2,2,4,2,2,3,1,2,5,4,1,0,4,4,1,2,3,2,1
327,328,20,11600,6,5,46,46,565,0,818,1383,1383,0,0,1383,0,0,1,1,3,1,7,0,1,292,0,45,0,0,0,0,0,4,12,145250,80.0,175.0,46.0,3,1,3,3,0,4,0,12,2,2,0,2,3,1,13,14,3,4,1,1,4,1,3,6,2,8,4,1,3,3,3,4,5,4,1,1,4,4,1,3,3,2,1
328,329,75,11888,6,6,93,15,0,0,844,844,1445,689,0,2134,0,0,2,0,5,1,10,0,2,441,0,60,268,0,0,0,0,7,12,214500,52.0,0.0,79.0,3,1,0,0,0,4,0,3,4,2,0,4,1,1,13,15,3,4,0,1,2,0,2,6,2,8,4,2,3,3,3,5,5,0,5,2,4,4,2,3,3,2,1
329,330,70,6402,5,5,89,59,0,0,596,596,596,596,0,1192,0,0,1,0,3,1,6,0,1,189,0,0,137,0,0,0,0,7,14,78000,60.0,0.0,89.0,4,1,3,3,0,0,0,9,2,2,0,5,1,1,13,15,3,4,2,1,4,0,3,6,0,8,4,2,3,3,2,5,5,4,5,2,1,1,1,3,3,1,1
330,331,90,10624,5,4,43,43,40,264,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,1,352,155,0,0,0,0,0,0,11,14,119000,50.0,84.0,5.0,3,1,0,3,0,4,0,12,2,2,2,2,1,1,6,6,3,4,1,1,4,1,3,6,2,8,4,1,3,3,3,2,4,4,5,2,4,4,1,3,3,2,1
331,332,20,8176,5,6,49,15,846,0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,1,308,0,0,0,0,0,0,0,8,12,139000,70.0,0.0,49.0,3,1,3,3,0,4,0,12,2,2,0,2,1,1,13,14,3,4,1,1,1,1,3,6,2,8,4,2,3,3,3,4,5,4,1,1,4,4,1,3,3,2,1
332,333,20,10655,8,5,6,5,1124,479,1603,3206,1629,0,0,1629,1,0,2,0,3,1,7,1,3,880,0,0,0,0,0,0,0,10,13,284000,85.0,296.0,6.0,3,1,0,3,0,4,0,16,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,3,2,5,4,1,1,4,4,1,2,3,2,1
333,334,120,8198,7,5,4,4,720,0,638,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2,484,192,30,0,0,0,0,0,7,13,207000,59.0,146.0,4.0,4,1,3,3,0,3,0,16,2,2,4,2,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,3,2,3,0,2,5,4,1,1,4,4,1,2,3,2,1
334,335,60,9042,6,5,10,10,828,0,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,2,472,100,38,0,0,0,0,0,7,13,192000,59.0,0.0,10.0,3,1,0,3,0,4,0,8,2,2,0,5,1,1,12,13,3,4,2,1,2,1,3,6,2,8,4,2,2,3,1,2,5,4,1,0,4,4,1,5,3,2,1
335,336,190,164660,5,6,43,43,1249,147,103,1499,1619,167,0,1786,2,0,2,0,3,1,7,2,2,529,670,0,0,0,0,0,700,8,14,228950,50.0,0.0,43.0,3,0,0,1,0,0,2,23,2,2,1,0,1,1,9,10,3,4,1,1,0,1,3,6,2,8,4,2,3,3,1,0,1,4,1,0,4,4,1,2,3,2,3
336,337,20,14157,9,5,2,1,1249,0,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,3,676,178,51,0,0,0,0,0,7,13,377426,86.0,200.0,2.0,3,1,0,1,0,0,0,22,2,2,0,2,3,1,12,13,2,4,2,1,0,1,2,6,2,8,4,3,0,3,1,2,5,4,1,0,4,4,1,2,3,2,1
337,338,20,9135,7,5,6,5,810,0,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,2,532,192,74,0,0,0,0,0,12,15,214000,70.0,113.0,6.0,3,1,3,3,0,4,0,5,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,0,2,5,4,1,1,4,4,1,3,3,2,1
338,339,20,14145,7,7,22,8,213,0,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,2,440,108,45,0,0,0,0,400,5,12,202500,91.0,0.0,22.0,3,1,3,3,0,0,0,14,2,2,0,2,1,1,13,14,2,4,1,1,0,1,2,6,2,8,4,2,2,3,2,0,5,4,1,1,4,4,1,3,3,2,3
339,340,20,12400,6,7,51,11,585,0,630,1215,1215,0,0,1215,0,0,1,0,3,1,6,0,1,297,0,0,0,0,234,0,0,6,11,155000,66.0,176.0,51.0,3,1,0,3,0,4,0,12,1,2,0,2,3,1,13,14,3,4,1,1,4,1,3,6,2,8,4,1,3,0,3,4,5,0,1,2,4,4,1,3,3,2,1
340,341,60,14191,8,5,8,8,0,0,967,967,993,915,0,1908,0,0,2,1,4,1,9,0,2,431,135,0,0,0,0,0,0,4,12,202900,85.0,0.0,8.0,3,1,3,3,0,4,0,23,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,5,5,4,1,0,4,4,1,3,3,2,1
341,342,20,8400,4,4,59,59,0,0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,1,294,250,0,24,0,0,0,0,9,15,82000,60.0,0.0,59.0,2,1,3,3,0,4,0,20,1,2,0,2,1,1,13,0,1,1,1,1,2,1,3,6,0,8,4,2,3,0,3,5,5,4,4,2,4,4,1,3,3,2,1
342,343,90,8544,3,4,57,56,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,0,0,5,13,87500,44.0,340.0,57.0,3,1,3,3,0,4,0,12,2,2,2,2,1,1,11,12,3,4,3,5,1,0,3,6,2,8,4,1,3,3,3,5,5,0,5,2,4,4,1,3,3,2,1
343,344,120,8849,9,5,3,3,28,0,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,2,564,495,72,0,0,0,0,0,7,11,266000,63.0,616.0,3.0,3,1,0,3,0,4,0,16,2,2,4,2,3,1,8,8,0,4,2,1,0,1,0,6,2,8,4,1,0,3,3,2,5,4,1,1,4,4,1,0,3,2,1
344,345,160,2592,5,3,34,34,129,232,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,1,336,182,0,0,0,0,0,0,4,15,85000,36.0,0.0,34.0,4,1,3,3,0,4,0,10,2,2,4,5,1,1,5,5,3,4,1,1,4,1,3,6,2,8,4,2,2,3,3,4,1,4,1,2,4,4,1,3,3,2,1
345,346,50,6435,6,5,67,56,0,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,1,312,0,0,0,0,0,0,0,10,14,140200,65.0,0.0,67.0,3,1,3,3,0,4,0,3,6,2,0,0,1,1,8,8,3,4,0,1,2,1,1,6,2,8,4,2,3,3,3,5,5,4,5,2,4,4,1,2,3,2,1
346,347,20,12772,6,8,47,9,498,0,460,958,958,0,0,958,0,0,1,0,2,1,5,0,1,301,0,0,0,0,0,0,15500,4,12,151500,65.0,0.0,47.0,3,1,0,3,0,1,0,12,2,2,0,2,3,1,8,8,3,2,1,1,4,1,3,6,2,8,4,2,3,3,2,1,5,4,1,1,4,4,1,3,3,2,0
347,348,20,17600,6,5,49,49,1270,0,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,2,498,0,40,0,0,0,0,0,12,13,157500,109.0,30.0,49.0,3,1,0,3,0,4,0,12,2,2,0,2,1,1,13,14,3,4,1,1,0,1,3,6,2,8,4,1,3,3,3,1,5,0,1,2,4,4,1,2,3,2,1
348,349,160,2448,7,5,5,4,573,0,191,764,764,862,0,1626,1,0,2,1,2,1,6,0,2,474,0,27,0,0,0,0,0,10,15,154000,36.0,106.0,5.0,3,1,3,3,0,4,0,16,2,2,3,5,1,1,12,15,2,4,2,1,0,1,2,6,2,8,4,3,2,3,3,2,5,4,3,1,4,4,1,3,3,2,1
349,350,60,20431,9,5,1,0,1410,0,438,1848,1848,880,0,2728,1,0,2,1,4,1,10,2,3,706,0,0,0,0,0,0,0,4,14,437154,56.0,870.0,0.0,3,1,1,3,0,4,0,16,2,2,0,5,3,1,5,5,0,4,2,1,0,1,0,6,2,6,5,1,0,3,3,2,5,4,1,0,4,4,1,0,3,2,1
350,351,120,7820,9,5,0,0,0,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2,617,210,54,0,0,0,0,0,12,15,318061,68.0,362.0,0.0,3,1,0,3,0,4,0,16,2,2,4,2,3,1,8,8,0,4,2,1,0,1,0,6,2,6,5,1,0,3,3,5,5,4,1,1,4,4,1,2,3,2,1
351,352,120,5271,7,5,20,20,1082,0,371,1453,1453,0,0,1453,1,0,1,1,2,1,6,1,2,445,0,80,0,0,184,0,0,12,13,190000,66.0,0.0,20.0,3,1,0,2,0,4,1,4,2,2,0,2,1,1,13,14,3,4,2,1,2,1,2,6,2,8,0,2,2,3,1,2,5,4,1,1,4,4,1,5,3,2,1
352,353,50,9084,5,6,67,58,236,380,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,1,200,48,0,0,0,0,0,0,3,11,95000,60.0,0.0,67.0,3,1,3,3,0,4,0,7,0,2,0,0,1,1,12,13,3,4,1,1,4,0,3,6,2,5,4,2,3,0,2,3,4,4,5,2,4,1,1,3,3,2,1
353,354,30,8520,6,8,82,7,0,0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,2,484,106,0,0,0,0,0,0,5,15,105900,60.0,0.0,5.0,4,1,3,3,0,4,0,17,2,2,0,2,1,1,12,13,3,2,0,1,2,1,3,6,2,8,4,2,3,3,3,5,5,4,5,2,4,4,1,3,3,2,1
354,355,50,8400,6,5,66,6,388,0,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,1,240,0,0,108,0,0,0,0,6,14,140000,60.0,0.0,66.0,3,1,3,0,0,4,0,18,2,2,0,0,1,1,13,8,3,4,1,1,0,1,3,6,2,8,4,2,3,3,3,3,5,4,1,2,4,4,1,2,3,2,1
355,356,20,11249,6,5,12,12,334,544,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,2,521,0,26,0,0,0,0,0,8,12,177500,105.0,0.0,12.0,3,1,1,3,0,4,0,5,2,2,0,2,1,1,12,13,2,2,2,1,0,1,2,6,2,8,4,2,2,1,3,0,1,4,1,1,4,4,1,3,3,2,1
356,357,20,9248,6,6,17,17,560,0,598,1158,1167,0,0,1167,1,0,2,0,3,1,6,0,2,400,120,26,0,0,0,0,0,7,14,173000,60.0,106.0,17.0,3,1,0,3,0,4,0,8,2,2,0,2,1,1,6,6,3,4,2,1,2,1,2,6,2,8,4,1,2,3,3,2,5,4,1,1,4,4,1,3,3,2,1
357,358,120,4224,5,5,31,31,874,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,2,528,536,90,0,0,0,0,0,8,15,134000,44.0,0.0,31.0,4,1,3,3,0,4,0,10,2,2,4,2,1,1,5,5,3,4,2,1,4,1,3,6,2,8,4,2,2,3,3,0,5,4,1,0,4,4,1,4,3,3,1
358,359,80,6930,5,4,48,48,300,294,468,1062,1352,0,0,1352,0,1,1,0,3,1,6,0,1,288,168,0,294,0,0,0,0,7,15,130000,92.0,120.0,48.0,3,1,0,3,0,4,0,4,2,2,0,7,3,1,13,7,3,4,1,1,0,1,2,3,2,8,0,1,3,3,0,1,4,1,3,2,4,4,1,3,3,2,1
